t,date,target,pred,post,y0,y1,x0,x1,cx,cy
18,2014-07-14 19:15:00+00:00,1.4478992,1.0367776,1.0367776,10,31,94,115,0.7239584,-0.47500002
18,2014-07-14 19:15:00+00:00,1.5390906,2.2753553,2.2753553,31,52,31,52,-0.31067708,0.041015625
18,2014-07-14 19:15:00+00:00,1.5730621,1.6797974,1.6797974,31,52,52,73,0.02890625,0.0296875
18,2014-07-14 19:15:00+00:00,1.6257421,1.85298,1.85298,31,52,73,94,0.3893229,0.0121093765
18,2014-07-14 19:15:00+00:00,1.3209182,1.6015422,1.6015422,31,52,94,115,0.73333335,0.025000002
18,2014-07-14 19:15:00+00:00,1.8098419,1.6484969,1.6484969,52,73,31,52,-0.30989584,0.5421875
18,2014-07-14 19:15:00+00:00,1.9595212,1.3649522,1.3649522,52,73,52,73,0.03671875,0.5097656
18,2014-07-14 19:15:00+00:00,1.773473,1.59496,1.59496,52,73,73,94,0.38723958,0.54609376
18,2014-07-14 19:15:00+00:00,1.4568206,1.4954365,1.4954365,52,73,94,115,0.7505208,0.5292969
19,2014-07-17 18:05:00+00:00,1.6080503,1.167896,1.167896,10,31,94,115,0.7348958,-0.4765625
19,2014-07-17 18:05:00+00:00,2.564406,2.739747,2.739747,31,52,10,31,-0.6268229,0.12109374
19,2014-07-17 18:05:00+00:00,2.1174557,2.3050196,2.3050196,31,52,31,52,-0.31171876,0.038671874
19,2014-07-17 18:05:00+00:00,1.9897134,1.8635597,1.8635597,31,52,52,73,0.02838542,0.029687501
19,2014-07-17 18:05:00+00:00,1.922619,1.963878,1.963878,31,52,73,94,0.3953125,0.013281253
19,2014-07-17 18:05:00+00:00,1.6403785,1.7573897,1.7573897,31,52,94,115,0.73333335,0.025000002
19,2014-07-17 18:05:00+00:00,1.679733,1.754425,1.754425,52,73,31,52,-0.3231771,0.515625
19,2014-07-17 18:05:00+00:00,1.8906308,1.8777237,1.8777237,52,73,73,94,0.37291667,0.54648435
19,2014-07-17 18:05:00+00:00,1.616673,1.7524437,1.7524437,52,73,94,115,0.7536458,0.5292969
20,2014-07-31 18:20:00+00:00,0.8026834,1.2883947,1.2883947,10,31,94,115,0.7322917,-0.49140626
21,2014-08-03 18:50:00+00:00,1.4152869,0.9420612,0.9420612,10,31,94,115,0.72526044,-0.47460938
21,2014-08-03 18:50:00+00:00,2.9901412,3.1872137,3.1872137,31,52,10,31,-0.62135416,0.12148438
21,2014-08-03 18:50:00+00:00,2.0879807,2.3320324,2.3320324,31,52,31,52,-0.30911458,0.04140625
21,2014-08-03 18:50:00+00:00,1.6319988,1.7684535,1.7684535,31,52,52,73,0.028385416,0.030859375
21,2014-08-03 18:50:00+00:00,1.5282681,1.8955142,1.8955142,31,52,73,94,0.38333333,0.0140625015
21,2014-08-03 18:50:00+00:00,1.470032,1.5300877,1.5300877,31,52,94,115,0.73333335,0.025000002
21,2014-08-03 18:50:00+00:00,1.3783615,1.6506214,1.6506214,52,73,31,52,-0.32343748,0.54648435
21,2014-08-03 18:50:00+00:00,1.4422777,1.3508445,1.3508445,52,73,52,73,0.044531252,0.51054686
21,2014-08-03 18:50:00+00:00,1.4945558,1.5805683,1.5805683,52,73,73,94,0.38359374,0.5503906
21,2014-08-03 18:50:00+00:00,1.291432,1.4419603,1.4419603,52,73,94,115,0.7502604,0.5296875
22,2014-08-07 18:25:00+00:00,2.151464,2.0246696,2.0246696,31,52,31,52,-0.31171876,0.040625
22,2014-08-07 18:25:00+00:00,1.5165355,1.5104702,1.5104702,31,52,52,73,0.03203125,0.0296875
23,2014-08-09 18:15:00+00:00,1.058952,0.8898013,0.8898013,10,31,94,115,0.734375,-0.4765625
23,2014-08-09 18:15:00+00:00,2.5424564,2.9733715,2.9733715,31,52,10,31,-0.6221354,0.12109374
23,2014-08-09 18:15:00+00:00,1.9992657,2.2969575,2.2969575,31,52,31,52,-0.30911458,0.04140625
23,2014-08-09 18:15:00+00:00,1.7411255,1.6779872,1.6779872,31,52,52,73,0.015104168,0.032421876
24,2014-08-10 18:55:00+00:00,1.2102875,0.85146105,0.85146105,10,31,94,115,0.7317709,-0.47460938
24,2014-08-10 18:55:00+00:00,1.6683851,1.8816314,1.8816314,31,52,31,52,-0.3078125,0.041796874
24,2014-08-10 18:55:00+00:00,1.484251,1.5131524,1.5131524,31,52,52,73,0.029947918,0.030078126
24,2014-08-10 18:55:00+00:00,1.5827366,1.5838,1.5838,31,52,73,94,0.38880208,0.011718751
24,2014-08-10 18:55:00+00:00,1.2574646,1.3672633,1.3672633,31,52,94,115,0.73333335,0.025000002
24,2014-08-10 18:55:00+00:00,1.3092988,1.4433031,1.4433031,52,73,31,52,-0.3046875,0.546875
24,2014-08-10 18:55:00+00:00,1.2448872,1.2458909,1.2458909,52,73,52,73,0.041927084,0.5101563
24,2014-08-10 18:55:00+00:00,1.3902953,1.4664142,1.4664142,52,73,73,94,0.38697916,0.55078125
24,2014-08-10 18:55:00+00:00,1.2596352,1.3512055,1.3512055,52,73,94,115,0.7416667,0.53085935
25,2014-08-13 17:50:00+00:00,3.1520758,1.5542982,1.5542982,10,31,94,115,0.7265625,-0.47460938
25,2014-08-13 17:50:00+00:00,4.5286193,4.9454093,4.9454093,31,52,10,31,-0.6372396,0.11562501
25,2014-08-13 17:50:00+00:00,3.9519863,4.635774,4.635774,31,52,31,52,-0.31432292,0.040625
25,2014-08-13 17:50:00+00:00,3.3455365,3.5541158,3.5541158,31,52,52,73,0.016145837,0.03125
25,2014-08-13 17:50:00+00:00,2.9945068,3.647462,3.647462,31,52,73,94,0.38203126,0.008593753
25,2014-08-13 17:50:00+00:00,2.3333318,2.612356,2.612356,31,52,94,115,0.73333335,0.025000002
25,2014-08-13 17:50:00+00:00,2.5838034,2.9411435,2.9411435,52,73,31,52,-0.31796876,0.5402343
25,2014-08-13 17:50:00+00:00,2.4904149,2.381277,2.381277,52,73,52,73,0.042447917,0.5097656
25,2014-08-13 17:50:00+00:00,2.5823178,2.8218725,2.8218725,52,73,73,94,0.37890625,0.54765624
25,2014-08-13 17:50:00+00:00,2.1784425,2.1908262,2.1908262,52,73,94,115,0.7453125,0.5289062
27,2014-08-18 18:05:00+00:00,2.6101832,2.4989364,2.4989364,31,52,10,31,-0.6526041,0.123437494
27,2014-08-18 18:05:00+00:00,2.448829,2.0468774,2.0468774,31,52,31,52,-0.31328124,0.044140626
27,2014-08-18 18:05:00+00:00,1.2134432,1.4708159,1.4708159,52,73,31,52,-0.31354165,0.5515625
